,Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
253,КРЫМСКАЯ-РОЗА,Косметика,"Гель для умывания на основе гидролата розы для эффективного очищения, 100 мл",579.0,452.0,0.1,литр
254,КРЫМСКАЯ-РОЗА,Косметика,"Гель для умывания на основе гидролата розы, 30 мл",179.0,136.0,0.03,литр
255,КРЫМСКАЯ-РОЗА,Косметика,"Обновляющий тоник на основе гидролата розы, 30 мл",195.0,185.0,0.03,литр
256,КРЫМСКАЯ-РОЗА,Косметика,"Тоник для лица увлажняющий с экстрактом лаванды, 30 мл",195.0,156.0,0.03,литр
257,КРЫМСКАЯ-РОЗА,Косметика,"Мицеллярная вода для лица освежающая с экстрактом лаванды, 30 мл",179.0,166.0,0.03,литр
258,КРЫМСКАЯ-РОЗА,Косметика,Крем дневной с экстрактом грязи Сакского озера,1399.0,1217.0,0.05,литр
259,КРЫМСКАЯ-РОЗА,Косметика,"Гидролат розы  с экстрактом грязи Сакского озера, 200 мл",899.0,692.0,0.2,литр
260,КРЫМСКАЯ-РОЗА,Косметика,Эксфолиант выравнивающий с экстрактом грязи Сакского озера,899.0,701.0,0.1,литр
261,КРЫМСКАЯ-РОЗА,Косметика,Крем восстанавливающий с экстрактом грязи Сакского озера,1399.0,1217.0,0.05,литр
262,КРЫМСКАЯ-РОЗА,Косметика,"Гидролат розы  с экстрактом грязи Сакского озера, 100 мл",689.0,572.0,0.1,литр
263,КРЫМСКАЯ-РОЗА,Косметика,Маска глубокоочищающая с грязью Сакского озера,899.0,827.0,0.1,литр
264,КРЫМСКАЯ-РОЗА,Косметика,Маска успокаивающая с экстрактом грязи Сакского озера,899.0,683.0,0.1,литр
265,КРЫМСКАЯ-РОЗА,Косметика,Маска-пилинг восстанавливающая с экстрактом грязи Сакского озера,899.0,818.0,0.1,литр
266,КРЫМСКАЯ-РОЗА,Косметика,Пенка для умывания. Деликатная. Очищение кожи.,799.0,607.0,0.15,литр
267,КРЫМСКАЯ-РОЗА,Косметика,"Тоник восстанавливающий  с экстрактом грязи Сакского озера, 100 мл",649.0,493.0,0.1,литр
268,КРЫМСКАЯ-РОЗА,Косметика,Крем-корректор интенсивный с экстрактом грязи Сакского озера для локального нанесения,899.0,692.0,0.015,литр
269,КРЫМСКАЯ-РОЗА,Косметика,"Тоник успокаивающий с экстрактом грязи Сакского озера, 200 мл",899.0,764.0,0.2,литр
270,КРЫМСКАЯ-РОЗА,Косметика,"Тоник восстанавливающий  с экстрактом грязи Сакского озера, 200 мл",899.0,710.0,0.2,литр
271,КРЫМСКАЯ-РОЗА,Косметика,Бальзам ночной с экстрактом грязи Сакского озера,1399.0,1301.0,0.1,литр
272,КРЫМСКАЯ-РОЗА,Косметика,"Тоник успокаивающий с экстрактом грязи Сакского озера, 100 мл",649.0,545.0,0.1,литр
273,КРЫМСКАЯ-РОЗА,Косметика,"Тоник для лица увлажняющий с экстрактом лаванды, 200 мл",889.0,791.0,0.2,литр
274,КРЫМСКАЯ-РОЗА,Косметика,"Тоник для лица увлажняющий с экстрактом лаванды, 100 мл",649.0,487.0,0.1,литр
275,КРЫМСКАЯ-РОЗА,Косметика,"Тоник для лица балансирующий с экстрактом лаванды, 200 мл",899.0,746.0,0.2,литр
276,КРЫМСКАЯ-РОЗА,Косметика,"Тоник для лица балансирующий с экстрактом лаванды, 100 мл",649.0,617.0,0.1,литр
277,КРЫМСКАЯ-РОЗА,Косметика,Сыворотка омолаживающая для лица с экстрактом лаванды,1399.0,1245.0,0.03,литр
278,КРЫМСКАЯ-РОЗА,Косметика,Сыворотка балансирующая для лица с экстрактом лаванды,1399.0,1259.0,0.03,литр
279,КРЫМСКАЯ-РОЗА,Косметика,"Мицеллярная вода для лица освежающая с экстрактом лаванды, 200 мл",799.0,687.0,0.2,литр
280,КРЫМСКАЯ-РОЗА,Косметика,"Мицеллярная вода для лица освежающая с экстрактом лаванды, 100 мл",579.0,538.0,0.1,литр
281,КРЫМСКАЯ-РОЗА,Косметика,Масло питательное для лица с лавандой и розой,1499.0,1349.0,0.03,литр
282,КРЫМСКАЯ-РОЗА,Косметика,Маска для лица увлажняющая с экстрактом лаванды,899.0,710.0,0.1,литр
283,КРЫМСКАЯ-РОЗА,Косметика,Эксфолиант для лица очищающий с экстрактом лаванды,899.0,845.0,0.1,литр
284,КРЫМСКАЯ-РОЗА,Косметика,Крем-мусс для лица увлажняющий с экстрактом лаванды,1399.0,1329.0,0.05,литр
285,КРЫМСКАЯ-РОЗА,Косметика,Крем для лица регенерирующий с экстрактом лаванды,1399.0,1329.0,0.05,литр
286,КРЫМСКАЯ-РОЗА,Косметика,Крем для лица антивозрастной с экстрактом лаванды,1399.0,1175.0,0.05,литр
287,КРЫМСКАЯ-РОЗА,Косметика,"Гидролат лаванды и розы, 200 мл",899.0,683.0,0.2,литр
288,КРЫМСКАЯ-РОЗА,Косметика,"Гидролат лаванды и розы, 100 мл",689.0,565.0,0.1,литр
289,КРЫМСКАЯ-РОЗА,Косметика,"Гель для умывания очищающий с экстрактом лаванды, 200 мл",799.0,679.0,0.2,литр
290,КРЫМСКАЯ-РОЗА,Косметика,"Гель для умывания очищающий с экстрактом лаванды, 100 мл",579.0,533.0,0.1,литр
291,КРЫМСКАЯ-РОЗА,Косметика,"Крем-масло для тела питательное с гидролатом розы, 150 мл",599.0,563.0,0.15,литр
292,КРЫМСКАЯ-РОЗА,Косметика,"Крем для рук увлажняющий, 30 мл",195.0,170.0,0.03,литр
293,КРЫМСКАЯ-РОЗА,Косметика,"Крем для рук увлажняющий, 75 мл",419.0,327.0,0.075,литр
294,КРЫМСКАЯ-РОЗА,Косметика,"Крем-масло для тела питательное, 250 мл",899.0,800.0,0.25,литр
295,КРЫМСКАЯ-РОЗА,Косметика,"Скраб для тела обновляющий, 250 мл",799.0,671.0,0.25,литр
296,КРЫМСКАЯ-РОЗА,Косметика,"Крем для тела ультраувлажняющий, 200 мл",799.0,727.0,0.2,литр
297,КРЫМСКАЯ-РОЗА,Косметика,"Скраб для ног смягчающий, 100 мл",479.0,359.0,0.1,литр
298,КРЫМСКАЯ-РОЗА,Косметика,"Молочко для тела укрепляющее, 200 мл",699.0,615.0,0.2,литр
299,КРЫМСКАЯ-РОЗА,Косметика,"Крем для рук восстанавливающий, 30мл",195.0,166.0,0.03,литр
300,КРЫМСКАЯ-РОЗА,Косметика,Крем для рук и ногтей питательный с лавандой и розой,429.0,386.0,0.1,литр
301,КРЫМСКАЯ-РОЗА,Косметика,Крем для ног обновляющий с лавандой и розой,529.0,439.0,0.1,литр
302,КРЫМСКАЯ-РОЗА,Косметика,Спрей для тела ультраувлажняющий с лавандой и розой,569.0,518.0,0.1,литр
303,КРЫМСКАЯ-РОЗА,Косметика,Гель для душа очищающий с лавандой и розой,529.0,476.0,0.25,литр
304,КРЫМСКАЯ-РОЗА,Косметика,Масло-концентрат для тела омолаживающее с лавандой и розой,899.0,845.0,0.1,литр
305,КРЫМСКАЯ-РОЗА,Косметика,Крем-гель для душа увлажняющий с лавандой и розой,529.0,397.0,0.25,литр
306,КРЫМСКАЯ-РОЗА,Косметика,Гель для интимной гигиены освежающий с лавандой и розой,579.0,452.0,0.2,литр
307,КРЫМСКАЯ-РОЗА,Косметика,Крем-щербет для тела увлажняющий с лавандой и розой,899.0,782.0,0.25,литр
308,КРЫМСКАЯ-РОЗА,Косметика,Скраб для тела мультиабразивный с лавандой и розой,679.0,516.0,0.25,литр
309,КРЫМСКАЯ-РОЗА,Косметика,Крем для тела омолаживающий с лавандой и розой,899.0,818.0,0.25,литр
310,КРЫМСКАЯ-РОЗА,Косметика,Скраб для тела кофейный с лавандой и розой,679.0,618.0,0.25,литр
311,КРЫМСКАЯ-РОЗА,Косметика,Крем-баттер для тела питательный с лавандой и розой,899.0,800.0,0.25,литр
312,КРЫМСКАЯ-РОЗА,Косметика,Мусс-скраб для тела солевой с лавандой и розой,679.0,564.0,0.25,литр
313,КРЫМСКАЯ-РОЗА,Косметика,"Крем для тела ультраувлажняющий, 30 мл",129.0,112.0,0.03,литр
314,КРЫМСКАЯ-РОЗА,Косметика,"Крем-гель для душа увлажняющий, 30 мл",99.0,74.0,0.03,литр
315,КРЫМСКАЯ-РОЗА,Косметика,"Крем для рук восстанавливающий, 75 мл",419.0,373.0,0.075,литр
316,КРЫМСКАЯ-РОЗА,Косметика,"Гоммаж для тела эксфолиирующий, 200 мл",799.0,671.0,0.2,литр
317,КРЫМСКАЯ-РОЗА,Косметика,"Гель для ног охлаждающий, 75 мл",529.0,407.0,0.075,литр
318,КРЫМСКАЯ-РОЗА,Косметика,"Мусс для интимной гигиены освежающий, 150 мл",579.0,440.0,0.15,литр
319,КРЫМСКАЯ-РОЗА,Косметика,"Гель-скраб для душа очищающий, 250 мл",529.0,466.0,0.25,литр
320,КРЫМСКАЯ-РОЗА,Косметика,"Крем-гель для душа увлажняющий, 250 мл",529.0,428.0,0.25,литр
321,КРЫМСКАЯ-РОЗА,Косметика,Спрей-концентрат для волос с гидролатом розы,699.0,615.0,0.1,литр
322,КРЫМСКАЯ-РОЗА,Косметика,Молочко для волос Многофункциональное,699.0,636.0,0.1,литр
323,КРЫМСКАЯ-РОЗА,Косметика,Шампунь Укрепляющий,549.0,472.0,0.25,литр
324,КРЫМСКАЯ-РОЗА,Косметика,Сыворотка для волос Балансирующая,1099.0,824.0,0.05,литр
